subject_num,iteration,c7_disp/cm,sa_disp/cm,time/s,accuracy/cm,parameter,cost
2,96,-2.64817944910381,3.63150089161617,5.2,0.23,1.95,6.59389936290452
2,97,-5.60986895663741,1.55557831288217,9,0.43,2,1.20991194375467
2,98,-6.58893983512331,2.81456876134827,7.67,0.25,2,3.96089865617877
2,99,-6.49718610171431,3.76211986717336,5.73,0.39,2,7.07677294749026
2,100,-4.9448671514161,3.45535734846502,7.3,0.41,2,5.96974720279561
2,101,-5.33664664752795,3.09175185915972,6.27,0.21,2.05,4.7794647793088
2,102,-6.46096098432643,3.2254998516579,4.53,0.27,2.05,5.20192464652256
2,103,-6.6278199237355,5.39031545387168,5.34,0.41,2.05,14.5277503461239
2,104,-5.95801561243199,2.11265956608397,6.86,0.28,2.05,2.23166522108305
2,105,-1.1003356782799,4.67939779589123,5.81,0.34,2.1,10.9483818660959
2,106,-4.18948869105414,2.85938375096315,4.75,0.23,2.1,4.08803771763603
2,107,-3.58658757462075,3.77536489242264,4.68,0.93,2.1,7.1266900354687
2,108,-3.64669970836209,3.29703979524533,5.25,0.17,2.1,5.43523570571567
2,109,-1.3218914565806,4.46593028564726,5.23,0.36,2.15,9.9722666581307
2,110,-3.58505272380825,3.30502079431769,4.34,0.24,2.15,5.46158122543616
2,111,-3.06070030436376,3.6015391607811,4.74,0.37,2.15,6.48554216331991
2,112,-1.07956357442836,4.28582144097714,4.11,0.32,2.15,9.18413271196967
2,113,-3.36118246023501,3.4494706339676,5.76,0.24,2.2,5.94942382730241
2,114,-3.86203329686528,3.23708690157018,5.41,0.3,2.2,5.23936580415861
2,115,-6.17789908765691,3.14691889401414,5.85,0.16,2.2,4.9515492627516
2,116,-3.75002820034744,3.91581102562763,4.36,0.28,2.2,7.66678799421344
2,117,-5.45441885535656,3.047172227374,5.85,0.3,2.25,4.64262929163972
2,118,-3.53977300733075,3.98922444254703,5.33,0.39,2.25,7.95695582650732
2,119,-8.45439550928786,2.898323203701,7.9,0.05,2.25,4.20013869655581
2,120,-7.84689818050773,4.29243369467835,6.1,0.24,2.25,9.21249351160503
2,121,-8.36281861380621,3.5123330478892,5.52,0.05,2.3,6.16824171964731
2,122,-6.56695669779932,3.47671362951904,7.34,0.14,2.3,6.04376883084173
2,123,-5.39579169638596,3.30402971925291,6.11,0.51,2.3,5.45830619285324
2,124,-7.10025205340571,3.74139186795326,5.45,1.24,2.3,6.99900655479338
2,125,-5.94248667625998,2.64208717241454,7.2,0.37,2.35,3.49031231331873
2,126,-9.16218698644564,4.39620175659931,6.99,0.88,2.35,9.66329494236342
2,127,-5.8992060544197,4.44520331781844,7.01,0.14,2.35,9.87991626837204
2,128,-8.03137187407257,3.50821969397341,9.02,0.12,2.35,6.15380271059144
2,129,-10.6054796235624,2.53436728780109,7.17,0.08,2.4,3.21150877473813
2,130,-4.81522116377471,2.27636025763659,6.06,0.47,2.4,2.59090801127366
2,131,-5.9289938196594,3.32348455905094,6.5,0.35,2.4,5.522774807125
